Name,Field,Squid_x,Squid_y,Squid_z
68,25,3.42E-07,1.16E-06,1.04E-05
68,30,5.79E-07,9.32E-07,9.44E-06
68,35,4.05E-07,9.47E-07,8.80E-06
68,40,4.31E-07,1.01E-06,8.15E-06
68,45,8.66E-07,8.44E-07,7.55E-06
68,50,5.95E-07,6.43E-07,6.25E-06
68,60,5.18E-07,6.82E-07,5.50E-06
68,70,4.60E-07,5.67E-07,4.61E-06
68,80,4.29E-07,3.98E-07,3.39E-06
68,90,5.70E-07,-1.41E-07,2.30E-06
68,100,4.20E-07,-1.26E-07,2.12E-06
69,0,8.29E-06,-1.12E-06,2.95E-05
69,5,2.58E-06,-8.39E-07,2.63E-05
69,10,6.98E-07,-1.50E-06,2.28E-05
69,15,5.46E-07,-1.72E-06,2.05E-05
69,20,5.94E-07,-1.70E-06,1.86E-05
69,25,7.94E-07,-1.94E-06,1.70E-05
69,30,9.81E-07,-1.73E-06,1.54E-05
69,35,8.56E-07,-1.75E-06,1.41E-05
69,40,9.27E-07,-1.50E-06,1.30E-05
69,45,1.06E-06,-1.48E-06,1.22E-05
69,50,1.27E-06,-1.78E-06,1.09E-05
69,60,1.19E-06,-1.72E-06,9.06E-06
69,70,9.58E-07,-1.30E-06,6.98E-06
69,80,8.90E-07,-1.28E-06,5.72E-06
69,90,1.10E-06,-9.13E-07,4.64E-06
69,100,1.10E-06,-1.08E-06,3.41E-06
70,0,3.79E-06,5.39E-06,2.27E-05
70,5,-2.85E-06,5.20E-06,1.95E-05
70,10,-3.95E-06,4.27E-06,1.56E-05
70,15,-3.54E-06,3.76E-06,1.36E-05
70,20,-2.95E-06,3.38E-06,1.20E-05
70,25,-2.66E-06,3.04E-06,1.08E-05
70,30,-2.00E-06,2.76E-06,9.56E-06
70,35,-1.74E-06,2.50E-06,8.62E-06
70,40,-1.47E-06,2.17E-06,7.87E-06
70,45,-1.03E-06,1.80E-06,7.15E-06
70,50,-9.18E-07,2.22E-06,6.39E-06
70,60,-2.78E-08,1.79E-06,5.16E-06
70,70,1.77E-07,1.77E-06,3.54E-06
70,80,5.13E-07,1.11E-06,3.13E-06
70,90,5.60E-07,1.10E-06,2.26E-06
70,100,4.87E-07,9.20E-07,1.59E-06
71,0,1.14E-05,8.00E-07,8.39E-06
71,5,5.79E-06,2.30E-06,6.88E-06
71,10,2.63E-06,2.98E-06,4.65E-06
71,15,1.88E-06,2.99E-06,3.53E-06
71,20,1.67E-06,2.74E-06,2.78E-06
71,25,1.50E-06,2.63E-06,2.39E-06
71,30,1.38E-06,2.40E-06,2.06E-06
71,35,1.30E-06,2.20E-06,1.93E-06
71,40,1.10E-06,2.12E-06,1.73E-06
71,45,1.28E-06,2.02E-06,1.54E-06
71,50,1.27E-06,1.75E-06,1.67E-06
71,60,1.12E-06,1.47E-06,1.20E-06
71,70,1.06E-06,1.49E-06,1.08E-06
71,80,1.11E-06,1.19E-06,2.11E-07
71,90,8.15E-07,8.27E-07,-4.07E-08
71,100,1.07E-06,8.57E-07,-5.52E-08
72,0,7.75E-06,-6.06E-06,2.35E-05
72,5,4.96E-06,-4.28E-06,1.95E-05
72,10,2.43E-06,-2.77E-06,1.59E-05
72,15,1.59E-06,-2.13E-06,1.40E-05
72,20,1.19E-06,-1.75E-06,1.24E-05
72,25,1.15E-06,-1.71E-06,1.12E-05
72,30,1.17E-06,-1.59E-06,9.99E-06
72,35,9.97E-07,-1.37E-06,8.88E-06
72,40,1.27E-06,-1.29E-06,8.28E-06
72,45,9.35E-07,-1.20E-06,7.30E-06
72,50,1.07E-06,-1.07E-06,6.72E-06
72,60,1.14E-06,-1.06E-06,5.21E-06
72,70,9.57E-07,-8.45E-07,4.22E-06
72,80,8.88E-07,-5.60E-07,3.69E-06
72,90,9.67E-07,-6.59E-07,2.61E-06
72,100,8.32E-07,-6.13E-07,2.23E-06
73,0,3.90E-06,-5.32E-06,2.38E-05
73,5,1.52E-06,-3.17E-06,2.16E-05
73,10,1.69E-07,-1.46E-06,1.85E-05
73,15,1.76E-08,-8.71E-07,1.64E-05
73,20,2.51E-08,-5.90E-07,1.48E-05
73,25,2.31E-07,-5.19E-07,1.36E-05
73,30,4.31E-07,-3.53E-07,1.27E-05
73,35,6.43E-07,-3.15E-07,1.14E-05
73,40,6.38E-07,-2.02E-07,1.09E-05
73,45,8.33E-07,-2.66E-07,9.84E-06
73,50,1.22E-06,-2.65E-07,8.67E-06
73,60,1.03E-06,-4.16E-07,7.16E-06
73,70,1.28E-06,-4.65E-07,5.53E-06
73,80,1.28E-06,-4.08E-07,4.35E-06
73,90,1.13E-06,-2.95E-07,3.50E-06
73,100,9.59E-07,-2.41E-07,2.76E-06
74,0,1.86E-05,-8.96E-07,1.62E-05
74,5,1.02E-05,4.12E-07,1.53E-05
74,10,4.30E-06,5.85E-07,1.30E-05
74,15,2.48E-06,9.12E-07,1.14E-05
74,20,1.80E-06,1.33E-06,1.01E-05
74,25,1.56E-06,1.39E-06,8.99E-06
74,30,1.24E-06,1.79E-06,7.99E-06
74,35,1.10E-06,1.39E-06,7.01E-06
74,40,1.10E-06,1.38E-06,6.55E-06
74,45,9.57E-07,1.40E-06,5.94E-06
74,50,7.56E-07,1.21E-06,5.32E-06
74,60,8.29E-07,1.42E-06,4.16E-06
74,70,4.37E-07,1.04E-06,3.20E-06
74,80,6.10E-07,1.09E-06,2.32E-06
74,90,1.43E-07,7.46E-07,1.65E-06
74,100,2.85E-07,6.82E-07,1.53E-06
75,0,2.98E-05,-8.22E-06,1.74E-05
75,5,2.12E-05,-4.85E-06,1.40E-05
75,10,1.30E-05,-2.57E-06,1.06E-05
75,15,9.45E-06,-1.44E-06,8.69E-06
75,20,7.61E-06,-7.24E-07,7.67E-06
75,25,6.49E-06,-4.87E-07,6.59E-06
75,30,5.66E-06,-3.90E-07,5.53E-06
75,35,5.09E-06,-5.46E-07,4.92E-06
75,40,4.81E-06,-1.08E-07,4.33E-06
75,45,4.49E-06,-1.12E-07,3.85E-06
75,50,3.91E-06,-1.07E-07,3.01E-06
75,60,3.46E-06,1.21E-07,2.53E-06
75,70,2.71E-06,1.91E-08,1.40E-06
75,80,2.06E-06,3.06E-07,1.47E-06
75,90,1.67E-06,1.81E-07,3.80E-07
75,100,1.96E-06,4.09E-07,2.45E-07
76,0,1.19E-05,-4.44E-06,5.07E-06
76,5,7.09E-06,-2.46E-06,3.28E-06
76,10,4.38E-06,-1.08E-06,1.20E-06
76,15,3.33E-06,-6.30E-07,2.76E-07
76,20,2.79E-06,-3.67E-07,-4.08E-07
76,25,2.44E-06,-2.40E-07,-8.61E-07
76,30,2.20E-06,-2.31E-07,-1.19E-06
76,35,1.98E-06,-1.29E-07,-1.45E-06
76,40,1.77E-06,1.80E-07,-1.52E-06
76,45,1.67E-06,1.75E-07,-1.70E-06
76,50,1.48E-06,-2.77E-08,-1.73E-06
76,60,9.56E-07,-4.62E-08,-1.95E-06
76,70,1.02E-06,1.80E-07,-2.02E-06
76,80,1.03E-06,1.43E-07,-1.89E-06
76,90,8.63E-07,2.93E-07,-1.68E-06
76,100,3.83E-07,1.41E-07,-1.65E-06
77,0,3.74E-05,-1.87E-05,-4.34E-06
77,5,2.53E-05,-1.29E-05,-4.68E-06
77,10,1.36E-05,-7.44E-06,-5.84E-06
77,15,9.24E-06,-5.09E-06,-6.32E-06
77,20,7.12E-06,-3.97E-06,-6.56E-06
77,25,6.02E-06,-3.41E-06,-6.38E-06
77,30,5.17E-06,-2.99E-06,-6.35E-06
77,35,4.39E-06,-2.55E-06,-6.20E-06
77,40,4.06E-06,-2.38E-06,-6.12E-06
77,45,3.59E-06,-2.14E-06,-5.92E-06
77,50,3.18E-06,-1.51E-06,-5.51E-06
77,60,2.65E-06,-1.55E-06,-5.25E-06
77,70,1.95E-06,-1.49E-06,-4.76E-06
77,80,1.47E-06,-1.38E-06,-4.26E-06
77,90,1.53E-06,-6.83E-07,-4.00E-06
77,100,8.89E-07,-4.91E-07,-3.21E-06
78,0,4.64E-05,-2.47E-05,1.06E-05
78,5,3.21E-05,-1.71E-05,6.51E-06
78,10,1.79E-05,-1.02E-05,2.43E-06
78,15,1.20E-05,-7.09E-06,5.91E-07
78,20,9.28E-06,-5.70E-06,-3.51E-07
78,25,7.80E-06,-4.89E-06,-9.62E-07
78,30,6.67E-06,-4.33E-06,-1.53E-06
78,35,5.93E-06,-3.73E-06,-1.87E-06
78,40,5.69E-06,-3.43E-06,-1.89E-06
78,45,5.02E-06,-3.31E-06,-1.90E-06
78,50,4.53E-06,-2.85E-06,-2.23E-06
78,60,3.98E-06,-2.46E-06,-2.12E-06
78,70,3.39E-06,-1.81E-06,-2.46E-06
78,80,2.80E-06,-1.42E-06,-2.46E-06
78,90,2.10E-06,-1.71E-06,-1.92E-06
78,100,1.96E-06,-1.22E-06,-1.74E-06
79,0,2.22E-05,-9.39E-06,2.66E-06
79,5,1.40E-05,-6.71E-06,1.28E-06
79,10,7.68E-06,-4.44E-06,-8.71E-07
79,15,5.97E-06,-3.57E-06,-1.80E-06
79,20,5.20E-06,-3.00E-06,-2.37E-06
79,25,4.47E-06,-2.83E-06,-2.79E-06
79,30,4.08E-06,-2.35E-06,-2.97E-06
79,35,3.73E-06,-2.09E-06,-3.03E-06
79,40,3.41E-06,-1.99E-06,-3.20E-06
79,45,3.15E-06,-1.93E-06,-3.15E-06
79,50,2.77E-06,-1.66E-06,-3.11E-06
79,60,2.50E-06,-1.42E-06,-3.23E-06
79,70,1.94E-06,-1.30E-06,-2.84E-06
79,80,1.85E-06,-9.66E-07,-2.58E-06
79,90,1.52E-06,-8.95E-07,-2.31E-06
79,100,1.51E-06,-1.05E-06,-1.91E-06
80,0,1.68E-05,-3.42E-06,2.64E-06
80,5,9.36E-06,-1.56E-06,6.77E-07
80,10,3.81E-06,-1.57E-06,-1.57E-06
80,15,2.17E-06,-1.63E-06,-2.53E-06
80,20,1.71E-06,-1.61E-06,-3.07E-06
80,25,1.42E-06,-1.54E-06,-3.29E-06
80,30,1.27E-06,-1.32E-06,-3.50E-06
80,35,1.18E-06,-1.28E-06,-3.58E-06
80,40,1.36E-06,-1.19E-06,-3.61E-06
80,45,1.21E-06,-1.10E-06,-3.77E-06
80,50,1.23E-06,-1.27E-06,-3.42E-06
80,60,1.17E-06,-9.24E-07,-3.31E-06
80,70,1.06E-06,-6.22E-07,-2.97E-06
80,80,7.48E-07,-7.35E-07,-2.70E-06
80,90,1.02E-06,-4.91E-07,-2.59E-06
80,100,9.95E-07,-3.52E-07,-2.13E-06
81,0,3.70E-05,-2.93E-05,1.46E-06
81,5,2.62E-05,-2.19E-05,-1.40E-06
81,10,1.53E-05,-1.42E-05,-4.34E-06
81,15,1.10E-05,-1.09E-05,-5.74E-06
81,20,8.62E-06,-9.12E-06,-6.21E-06
81,25,7.38E-06,-8.12E-06,-6.40E-06
81,30,6.36E-06,-7.23E-06,-6.59E-06
81,35,5.72E-06,-6.50E-06,-6.51E-06
81,40,5.13E-06,-6.04E-06,-6.45E-06
81,45,4.84E-06,-5.64E-06,-6.22E-06
81,50,4.27E-06,-5.16E-06,-5.84E-06
81,60,3.61E-06,-4.23E-06,-5.34E-06
81,70,2.99E-06,-3.74E-06,-4.97E-06
81,80,2.53E-06,-3.13E-06,-4.32E-06
81,90,2.16E-06,-2.57E-06,-4.13E-06
81,100,1.94E-06,-1.78E-06,-3.60E-06
82,0,1.75E-05,-1.67E-05,-1.23E-06
82,5,9.58E-06,-1.10E-05,-1.23E-06
82,10,3.91E-06,-5.33E-06,-2.68E-06
82,15,2.50E-06,-3.53E-06,-3.43E-06
82,20,1.94E-06,-2.80E-06,-3.82E-06
82,25,1.46E-06,-2.33E-06,-3.93E-06
82,30,1.11E-06,-2.10E-06,-3.96E-06
82,35,1.19E-06,-1.98E-06,-4.03E-06
82,40,9.32E-07,-1.61E-06,-4.14E-06
82,45,8.40E-07,-1.32E-06,-3.93E-06
82,50,4.40E-07,-1.33E-06,-3.65E-06
82,60,5.06E-07,-9.70E-07,-3.34E-06
82,70,1.92E-07,-8.74E-07,-2.90E-06
82,80,1.50E-07,-8.01E-07,-2.84E-06
82,90,-2.68E-08,1.02E-08,-2.43E-06
82,100,8.69E-09,-3.50E-07,-2.14E-06
83,0,1.36E-05,-3.24E-06,1.79E-05
83,5,5.55E-06,-9.02E-07,1.40E-05
83,10,8.67E-07,-8.79E-07,1.02E-05
83,15,2.39E-07,-9.34E-07,8.35E-06
83,20,8.87E-08,-1.00E-06,7.24E-06
83,25,2.80E-07,-9.05E-07,6.50E-06
83,30,3.52E-07,-8.73E-07,5.60E-06
83,35,4.57E-07,-8.28E-07,4.76E-06
83,40,4.28E-07,-8.53E-07,4.37E-06
83,45,4.70E-07,-6.74E-07,3.84E-06
83,50,5.07E-07,-8.58E-07,3.33E-06
83,60,7.65E-07,-6.68E-07,2.43E-06
83,70,6.05E-07,-6.28E-07,1.76E-06
83,80,9.18E-07,-5.05E-07,1.10E-06
83,90,5.44E-07,-2.32E-07,6.51E-07
83,100,1.00E-06,1.31E-07,-1.60E-07
84,0,1.70E-05,-1.30E-06,1.73E-05
84,5,7.97E-06,8.55E-07,1.41E-05
84,10,3.13E-06,7.70E-07,1.08E-05
84,15,2.44E-06,7.81E-07,8.86E-06
84,20,2.42E-06,5.44E-07,7.72E-06
84,25,2.32E-06,4.56E-07,7.01E-06
84,30,2.32E-06,3.88E-07,5.97E-06
84,35,2.25E-06,4.04E-07,5.45E-06
84,40,2.07E-06,5.65E-07,4.99E-06
84,45,2.28E-06,4.29E-07,4.41E-06
84,50,2.04E-06,3.82E-07,4.07E-06
84,60,1.83E-06,4.39E-07,2.77E-06
84,70,1.90E-06,1.87E-07,1.78E-06
84,80,1.55E-06,1.41E-07,1.22E-06
84,90,1.51E-06,-2.11E-07,5.46E-07
84,100,8.32E-07,5.42E-08,1.89E-07
85,0,1.70E-05,-9.30E-06,1.54E-05
85,5,9.27E-06,-5.88E-06,1.29E-05
85,10,2.26E-06,-3.64E-06,9.41E-06
85,15,8.65E-08,-2.66E-06,7.64E-06
85,20,-8.20E-07,-1.98E-06,6.41E-06
85,25,-1.14E-06,-1.68E-06,5.54E-06
85,30,-1.26E-06,-1.57E-06,4.82E-06
85,35,-1.13E-06,-1.54E-06,4.33E-06
85,40,-7.92E-07,-1.18E-06,3.87E-06
85,45,-9.44E-07,-1.18E-06,3.64E-06
85,50,-8.25E-07,-9.79E-07,3.00E-06
85,60,-3.33E-07,-9.37E-07,2.10E-06
85,70,-1.81E-07,-5.64E-07,1.49E-06
85,80,-4.58E-07,-4.24E-07,7.94E-07
85,90,-2.95E-07,-2.81E-07,1.55E-07
85,100,-4.29E-08,5.93E-08,-2.64E-07
86,0,2.46E-05,-1.76E-06,1.53E-05
86,5,1.35E-05,5.16E-07,1.13E-05
86,10,4.95E-06,-3.91E-07,7.28E-06
86,15,2.64E-06,-1.38E-06,5.62E-06
86,20,1.46E-06,-1.72E-06,4.61E-06
86,25,1.09E-06,-1.84E-06,4.23E-06
86,30,7.54E-07,-1.74E-06,3.72E-06
86,35,6.46E-07,-1.89E-06,3.45E-06
86,40,4.65E-07,-1.66E-06,2.87E-06
86,45,3.61E-07,-1.49E-06,2.36E-06
86,50,2.81E-07,-1.44E-06,2.26E-06
86,60,2.49E-07,-1.48E-06,1.84E-06
86,70,1.97E-07,-1.19E-06,6.92E-07
86,80,-5.80E-09,-1.23E-06,1.94E-07
86,90,-5.11E-08,-9.04E-07,2.77E-08
86,100,-8.18E-09,-8.15E-07,-3.55E-07
87,0,4.00E-05,-1.92E-05,2.46E-05
87,5,2.67E-05,-1.22E-05,2.07E-05
87,10,1.58E-05,-5.76E-06,1.66E-05
87,15,1.21E-05,-3.25E-06,1.45E-05
87,20,1.01E-05,-2.21E-06,1.33E-05
87,25,8.92E-06,-1.86E-06,1.23E-05
87,30,8.26E-06,-1.48E-06,1.15E-05
87,35,7.42E-06,-1.09E-06,1.08E-05
87,40,6.91E-06,-8.41E-07,1.05E-05
87,45,5.98E-06,-8.83E-07,9.37E-06
87,50,5.90E-06,-1.05E-06,8.42E-06
87,60,4.50E-06,-5.77E-07,6.53E-06
87,70,3.83E-06,-9.69E-07,5.16E-06
87,80,3.66E-06,-9.27E-07,3.57E-06
87,90,2.60E-06,-4.25E-07,2.34E-06
87,100,2.41E-06,2.46E-08,1.55E-06
88,0,4.57E-05,-1.54E-05,-3.31E-06
88,5,2.54E-05,-7.46E-06,-4.48E-06
88,10,1.16E-05,-1.94E-06,-6.77E-06
88,15,7.43E-06,2.63E-07,-7.43E-06
88,20,6.00E-06,4.94E-07,-7.46E-06
88,25,4.59E-06,1.19E-06,-7.12E-06
88,30,3.97E-06,1.03E-06,-7.53E-06
88,35,3.61E-06,5.00E-07,-7.28E-06
88,40,2.81E-06,1.31E-06,-7.20E-06
88,45,2.57E-06,1.58E-06,-6.03E-06
88,50,2.73E-06,1.76E-06,-5.71E-06
88,60,2.20E-06,9.36E-07,-6.10E-06
88,70,1.81E-06,9.94E-07,-5.41E-06
88,80,1.23E-06,9.78E-07,-4.93E-06
88,90,1.02E-06,6.76E-07,-4.27E-06
88,100,7.10E-07,8.67E-07,-3.93E-06
89,0,5.94E-06,-5.62E-07,1.86E-05
89,5,-1.65E-06,7.04E-07,1.21E-05
89,10,-3.05E-06,2.97E-07,7.20E-06
89,15,-3.35E-06,-3.06E-07,5.34E-06
89,20,-2.66E-06,-4.06E-07,4.40E-06
89,25,-2.25E-06,-5.81E-07,3.52E-06
89,30,-2.13E-06,-5.01E-07,3.28E-06
89,35,-1.77E-06,-6.14E-07,3.13E-06
89,40,-1.93E-06,-1.59E-07,2.82E-06
89,45,-1.20E-06,-7.93E-07,2.70E-06
89,50,-1.29E-06,-8.59E-07,1.88E-06
89,60,-9.92E-07,-4.31E-07,1.22E-06
89,70,-1.51E-06,7.13E-08,7.01E-07
89,80,-9.89E-07,-1.41E-07,4.70E-07
89,90,-9.79E-07,-4.65E-07,5.40E-07
89,100,-3.91E-07,-6.49E-07,-6.40E-07
90,0,1.65E-05,-1.03E-06,1.65E-05
90,5,4.72E-06,1.90E-06,1.53E-05
90,10,-1.97E-07,1.38E-06,1.17E-05
90,15,-7.02E-07,8.08E-07,9.35E-06
90,20,-4.81E-07,6.93E-07,7.75E-06
90,25,-5.36E-08,7.68E-07,7.00E-06
90,30,-4.35E-07,7.33E-07,5.67E-06
90,35,1.99E-07,7.55E-07,5.37E-06
90,40,-1.15E-07,8.99E-07,4.43E-06
90,45,6.32E-07,2.61E-07,4.22E-06
90,50,6.94E-07,-9.15E-10,4.00E-06
90,60,3.99E-07,-3.59E-07,2.87E-06
90,70,8.72E-07,4.68E-07,1.20E-06
90,80,1.23E-07,2.34E-07,1.70E-06
90,90,1.06E-06,7.95E-07,7.54E-08
90,100,2.45E-07,6.03E-07,8.52E-07
91,0,2.07E-05,-4.78E-06,2.46E-05
91,5,8.03E-06,-8.33E-07,2.04E-05
91,10,1.07E-06,-6.91E-07,1.60E-05
91,15,-1.79E-07,-8.35E-07,1.38E-05
91,20,-1.03E-07,-1.35E-06,1.25E-05
91,25,4.40E-08,-1.53E-06,1.08E-05
91,30,3.29E-07,-1.71E-06,1.04E-05
91,35,-3.77E-07,-1.08E-06,8.98E-06
91,40,-3.49E-07,-1.19E-06,8.61E-06
91,45,6.21E-08,-5.08E-07,7.82E-06
91,50,1.86E-07,-8.95E-07,6.62E-06
91,60,-3.75E-07,-7.33E-07,5.47E-06
91,70,5.62E-08,-1.72E-07,4.61E-06
91,80,-3.54E-07,-5.05E-07,3.57E-06
91,90,1.24E-07,-1.23E-06,2.71E-06
91,100,2.07E-07,-7.02E-07,1.85E-06
92,0,2.61E-05,-1.52E-05,2.34E-05
92,5,1.37E-05,-8.83E-06,2.07E-05
92,10,5.85E-06,-4.41E-06,1.73E-05
92,15,3.47E-06,-2.68E-06,1.52E-05
92,20,2.78E-06,-2.16E-06,1.38E-05
92,25,2.04E-06,-1.88E-06,1.23E-05
92,30,1.48E-06,-1.29E-06,1.16E-05
92,35,1.12E-06,-1.13E-06,1.09E-05
92,40,1.19E-06,-4.77E-07,1.04E-05
92,45,1.01E-06,-8.43E-07,9.47E-06
92,50,1.26E-06,-5.80E-07,8.51E-06
92,60,3.69E-07,-5.03E-07,6.75E-06
92,70,3.49E-07,-4.05E-08,5.16E-06
92,80,1.00E-06,-1.63E-08,3.99E-06
92,90,3.95E-07,1.43E-07,3.44E-06
92,100,7.96E-07,2.40E-07,1.49E-06
93,0,8.25E-05,-6.06E-05,4.47E-05
93,5,5.18E-05,-4.34E-05,4.28E-05
93,10,2.62E-05,-2.58E-05,3.80E-05
93,15,1.68E-05,-1.86E-05,3.50E-05
93,20,1.26E-05,-1.55E-05,3.24E-05
93,25,1.04E-05,-1.37E-05,3.04E-05
93,30,9.04E-06,-1.22E-05,2.82E-05
93,35,7.11E-06,-1.15E-05,2.63E-05
93,40,6.38E-06,-1.04E-05,2.51E-05
93,45,5.87E-06,-9.70E-06,2.35E-05
93,50,4.57E-06,-8.61E-06,2.23E-05
93,60,3.23E-06,-7.44E-06,1.82E-05
93,70,2.61E-06,-5.67E-06,1.47E-05
93,80,2.43E-06,-4.92E-06,1.13E-05
93,90,1.79E-06,-4.14E-06,8.29E-06
93,100,1.47E-06,-3.03E-06,6.29E-06
94,0,6.82E-05,-4.14E-05,6.29E-05
94,5,3.90E-05,-2.85E-05,5.56E-05
94,10,1.81E-05,-1.90E-05,4.81E-05
94,15,1.09E-05,-1.45E-05,4.39E-05
94,20,7.59E-06,-1.18E-05,4.00E-05
94,25,5.53E-06,-1.05E-05,3.72E-05
94,30,4.07E-06,-9.40E-06,3.48E-05
94,35,3.33E-06,-8.69E-06,3.17E-05
94,40,2.94E-06,-8.02E-06,2.96E-05
94,45,2.58E-06,-7.08E-06,2.73E-05
94,50,1.84E-06,-6.49E-06,2.44E-05
94,60,1.45E-06,-5.13E-06,2.05E-05
94,70,1.42E-06,-4.14E-06,1.62E-05
94,80,1.08E-06,-4.06E-06,1.30E-05
94,90,9.00E-07,-4.04E-06,9.83E-06
94,100,1.14E-06,-3.18E-06,6.97E-06
95,0,3.84E-05,-1.78E-05,2.28E-05
95,5,2.19E-05,-9.96E-06,1.62E-05
95,10,9.30E-06,-3.91E-06,1.09E-05
95,15,5.58E-06,-1.61E-06,8.93E-06
95,20,4.02E-06,-8.10E-07,7.59E-06
95,25,3.27E-06,-4.70E-07,6.73E-06
95,30,2.57E-06,1.19E-07,6.35E-06
95,35,2.36E-06,1.18E-07,5.58E-06
95,40,2.14E-06,2.55E-08,5.12E-06
95,45,1.69E-06,-9.75E-09,4.44E-06
95,50,1.42E-06,3.17E-07,4.10E-06
95,60,6.03E-07,4.40E-07,3.07E-06
95,70,5.43E-07,2.07E-07,2.15E-06
95,80,9.43E-07,6.29E-07,1.63E-06
95,90,4.95E-08,4.53E-07,5.39E-07
95,100,3.13E-07,4.87E-07,1.17E-07
96,0,7.84E-05,-8.52E-06,2.85E-05
96,5,4.40E-05,-1.37E-06,2.44E-05
96,10,1.83E-05,6.62E-07,1.95E-05
96,15,1.02E-05,7.12E-07,1.64E-05
96,20,6.72E-06,4.76E-07,1.40E-05
96,25,5.06E-06,2.38E-07,1.28E-05
96,30,4.15E-06,3.63E-07,1.05E-05
96,35,3.87E-06,4.42E-07,9.67E-06
96,40,2.63E-06,2.82E-07,8.49E-06
96,45,2.66E-06,3.82E-07,7.22E-06
96,50,2.04E-06,1.88E-07,5.92E-06
96,60,2.48E-06,9.10E-08,4.09E-06
96,70,2.31E-06,-1.14E-07,3.22E-06
96,80,1.42E-06,-4.18E-07,1.84E-06
96,90,1.13E-06,-3.97E-07,1.29E-06
96,100,1.12E-06,-1.88E-07,-4.71E-07
97,0,2.14E-05,-2.07E-06,2.93E-05
97,5,1.14E-05,1.64E-06,2.52E-05
97,10,5.52E-06,1.28E-06,1.88E-05
97,15,4.30E-06,1.07E-06,1.60E-05
97,20,3.38E-06,9.14E-07,1.38E-05
97,25,3.74E-06,9.58E-07,1.24E-05
97,30,3.38E-06,8.14E-07,1.16E-05
97,35,3.47E-06,5.49E-07,1.11E-05
97,40,3.96E-06,1.77E-07,1.11E-05
97,45,2.59E-06,3.69E-07,9.90E-06
97,50,2.08E-06,3.66E-07,9.28E-06
97,60,1.63E-06,-9.78E-08,7.50E-06
97,70,1.71E-06,1.04E-06,5.75E-06
97,80,1.56E-06,4.89E-07,5.32E-06
97,90,1.73E-06,9.19E-07,3.42E-06
97,100,1.97E-06,1.09E-06,1.88E-06
98,0,1.35E-04,-4.71E-05,4.13E-05
98,5,8.88E-05,-2.71E-05,3.33E-05
98,10,4.84E-05,-1.35E-05,2.41E-05
98,15,3.28E-05,-8.64E-06,1.94E-05
98,20,2.53E-05,-6.83E-06,1.66E-05
98,25,2.01E-05,-5.89E-06,1.41E-05
98,30,1.72E-05,-4.49E-06,1.31E-05
98,35,1.44E-05,-3.15E-06,1.16E-05
98,40,1.24E-05,-3.91E-06,1.04E-05
98,45,1.14E-05,-3.20E-06,1.03E-05
98,50,8.02E-06,-2.34E-06,8.40E-06
98,60,5.88E-06,-2.49E-06,6.82E-06
98,70,3.90E-06,-1.27E-06,5.74E-06
98,80,3.52E-06,-3.17E-08,4.17E-06
98,90,2.26E-06,3.40E-07,2.54E-06
98,100,1.95E-06,-7.12E-08,1.21E-06
99,0,6.01E-05,-2.27E-05,9.51E-05
99,5,3.90E-05,-1.19E-05,7.31E-05
99,10,2.16E-05,-5.15E-06,5.53E-05
99,15,1.55E-05,-3.12E-06,4.63E-05
99,20,1.26E-05,-2.29E-06,4.10E-05
99,25,1.07E-05,-2.64E-06,3.57E-05
99,30,8.82E-06,-2.22E-06,3.15E-05
99,35,7.23E-06,-2.20E-06,2.86E-05
99,40,6.43E-06,-1.88E-06,2.62E-05
99,45,6.12E-06,-1.70E-06,2.33E-05
99,50,4.44E-06,-1.76E-06,2.06E-05
99,60,3.70E-06,-1.61E-06,1.65E-05
99,70,1.88E-06,-4.06E-07,1.30E-05
99,80,2.08E-06,-1.22E-06,9.95E-06
99,90,9.12E-07,-1.13E-06,7.49E-06
99,100,-2.92E-07,-2.02E-07,4.93E-06
100,0,8.08E-05,-4.52E-05,2.09E-05
100,5,5.62E-05,-3.12E-05,1.57E-05
100,10,3.31E-05,-1.90E-05,8.97E-06
100,15,2.41E-05,-1.34E-05,5.60E-06
100,20,1.95E-05,-1.07E-05,4.31E-06
100,25,1.63E-05,-8.81E-06,3.48E-06
100,30,1.40E-05,-7.72E-06,2.88E-06
100,35,1.16E-05,-6.75E-06,3.44E-06
100,40,1.03E-05,-5.80E-06,3.48E-06
100,45,9.02E-06,-5.21E-06,3.59E-06
100,50,7.42E-06,-4.64E-06,3.24E-06
100,60,4.76E-06,-3.70E-06,4.47E-06
100,70,2.58E-06,-2.06E-06,3.25E-06
100,80,2.70E-06,-1.98E-06,2.62E-06
100,90,1.30E-06,-2.19E-06,2.38E-06
100,100,2.43E-06,-1.35E-06,1.39E-06
101,0,1.12E-04,-1.76E-05,3.76E-05
101,5,6.18E-05,-2.38E-06,1.72E-05
101,10,2.77E-05,2.12E-06,3.73E-06
101,15,1.76E-05,9.17E-07,-1.54E-06
101,20,1.33E-05,5.46E-07,-3.59E-06
101,25,1.06E-05,8.05E-07,-4.45E-06
101,30,8.97E-06,1.76E-07,-5.50E-06
101,35,7.59E-06,-1.50E-07,-5.24E-06
101,40,7.32E-06,-7.66E-07,-5.22E-06
101,45,5.66E-06,-4.11E-07,-4.93E-06
101,50,5.09E-06,-4.44E-07,-3.86E-06
101,60,4.50E-06,-5.71E-07,-4.30E-06
101,70,4.68E-06,-6.89E-07,-2.44E-06
