Name,AF (mT),x (emu),y (emu),z (emu)
776,0,1.70E-06,-1.14E-06,1.59E-05
776,2.5,1.91E-06,-6.29E-07,1.22E-05
776,5,1.84E-06,-5.62E-07,9.19E-06
776,7.5,1.79E-06,-2.32E-07,7.84E-06
776,10,1.55E-06,-7.32E-07,6.53E-06
776,12.5,1.55E-06,-7.69E-07,5.48E-06
776,15,1.34E-06,-9.12E-07,5.14E-06
776,17.5,1.12E-06,-6.86E-07,4.37E-06
776,20,1.33E-06,-7.29E-07,3.99E-06
776,25,1.10E-06,-5.99E-07,3.35E-06
776,30,9.08E-07,-4.69E-07,2.72E-06
776,35,7.18E-07,-5.54E-07,2.08E-06
776,40,5.28E-07,-6.38E-07,1.88E-06
776,45,2.98E-07,-7.23E-07,1.69E-06
776,50,6.70E-08,-8.58E-07,1.49E-06
776,60,-1.64E-07,-9.92E-07,1.18E-06
776,70,-2.57E-07,-1.13E-06,8.74E-07
776,80,-3.50E-07,-1.16E-06,5.66E-07
776,90,-4.43E-07,-1.19E-06,5.40E-07
776,100,2.29E-06,-1.23E-06,5.14E-07
777,0,3.78E-07,1.21E-06,4.70E-06
777,2.5,5.91E-07,1.32E-06,1.64E-06
777,5,9.14E-07,1.57E-06,-1.16E-06
777,7.5,1.18E-06,1.43E-06,-2.44E-06
777,10,1.30E-06,1.62E-06,-3.17E-06
777,12.5,7.39E-07,1.33E-06,-3.70E-06
777,15,9.17E-07,1.24E-06,-3.57E-06
777,17.5,1.07E-06,1.15E-06,-3.45E-06
777,20,1.21E-06,1.07E-06,-3.33E-06
777,25,1.36E-06,9.88E-07,-2.90E-06
777,30,1.15E-06,9.08E-07,-2.48E-06
777,35,9.46E-07,1.16E-06,-2.06E-06
777,40,7.38E-07,1.42E-06,-1.74E-06
777,45,6.08E-07,1.67E-06,-1.43E-06
777,50,4.79E-07,1.47E-06,-1.11E-06
777,60,3.50E-07,1.27E-06,-1.05E-06
777,70,-1.35E-08,1.08E-06,-9.93E-07
777,80,-3.77E-07,1.33E-06,-9.34E-07
777,90,-7.40E-07,1.58E-06,-5.14E-07
777,100,1.02E-06,1.83E-06,-9.44E-08
779,0,6.38E-06,2.31E-06,2.70E-05
779,2.5,5.90E-06,2.89E-06,1.55E-05
779,5,5.52E-06,3.27E-06,4.83E-06
779,7.5,4.99E-06,2.91E-06,-9.17E-08
779,10,4.26E-06,2.63E-06,-2.66E-06
779,12.5,4.11E-06,2.56E-06,-3.76E-06
779,15,3.36E-06,2.29E-06,-4.09E-06
779,17.5,3.48E-06,2.34E-06,-4.89E-06
779,20,2.85E-06,3.48E-06,-5.14E-06
779,25,2.47E-06,3.21E-06,-5.79E-06
779,30,2.25E-06,2.93E-06,-6.44E-06
779,35,2.03E-06,3.20E-06,-7.08E-06
779,40,1.82E-06,3.47E-06,-7.37E-06
779,45,1.61E-06,3.74E-06,-7.65E-06
779,50,1.40E-06,3.47E-06,-7.94E-06
779,60,1.19E-06,3.21E-06,-6.73E-06
779,70,3.59E-07,2.94E-06,-5.51E-06
779,80,-4.69E-07,2.97E-06,-4.30E-06
779,90,-1.30E-06,2.99E-06,-3.73E-06
779,100,3.67E-06,3.02E-06,-3.16E-06
782,0,2.21E-06,8.80E-07,2.29E-05
782,2.5,2.03E-06,2.34E-06,1.36E-05
782,5,2.01E-06,2.73E-06,6.33E-06
782,7.5,2.34E-06,2.49E-06,2.94E-06
782,10,1.33E-06,2.12E-06,1.20E-06
782,12.5,1.02E-06,2.62E-06,-1.57E-07
782,15,7.33E-07,1.71E-06,-9.34E-07
782,17.5,6.11E-07,1.61E-06,-1.37E-06
782,20,3.72E-07,1.77E-06,-2.21E-06
782,25,1.34E-07,1.93E-06,-2.92E-06
782,30,1.80E-08,2.10E-06,-3.64E-06
782,35,-9.81E-08,2.37E-06,-4.35E-06
782,40,-2.14E-07,2.64E-06,-4.21E-06
782,45,-6.47E-07,2.92E-06,-4.07E-06
782,50,-1.08E-06,2.44E-06,-3.93E-06
782,60,-1.51E-06,1.97E-06,-3.64E-06
782,70,-1.16E-06,1.50E-06,-3.34E-06
782,80,-8.04E-07,1.51E-06,-3.05E-06
782,90,-4.49E-07,1.53E-06,-2.59E-06
782,100,2.09E-07,1.55E-06,-2.12E-06
783,0,1.15E-06,1.99E-06,2.63E-05
783,2.5,1.19E-06,2.07E-06,1.77E-05
783,5,9.64E-07,1.74E-06,1.05E-05
783,7.5,1.04E-06,1.77E-06,7.18E-06
783,10,4.34E-07,2.27E-06,4.67E-06
783,12.5,3.84E-07,2.18E-06,3.58E-06
783,15,4.63E-07,1.57E-06,2.51E-06
783,17.5,2.78E-07,2.29E-06,2.15E-06
783,20,1.15E-07,2.14E-06,1.72E-06
783,25,9.07E-08,1.54E-06,5.23E-07
783,30,5.13E-08,9.31E-07,-6.76E-07
783,35,1.20E-08,8.93E-07,-1.88E-06
783,40,-2.73E-08,8.54E-07,-2.29E-06
783,45,-9.37E-08,8.16E-07,-2.70E-06
783,50,-1.60E-07,8.06E-07,-3.11E-06
783,60,-2.27E-07,7.96E-07,-2.74E-06
783,70,-3.08E-07,7.86E-07,-2.38E-06
783,80,-3.90E-07,1.35E-07,-2.02E-06
783,90,-4.71E-07,-5.16E-07,-1.75E-06
783,100,3.02E-06,-1.17E-06,-1.48E-06
785,0,7.36E-06,-4.20E-08,4.80E-05
785,2.5,6.42E-06,2.46E-06,3.89E-05
785,5,6.00E-06,7.35E-07,3.10E-05
785,7.5,5.17E-06,9.16E-07,2.75E-05
785,10,4.33E-06,1.84E-06,2.46E-05
785,12.5,5.01E-06,5.01E-07,2.29E-05
785,15,4.52E-06,6.84E-07,2.13E-05
785,17.5,4.00E-06,3.40E-07,1.99E-05
785,20,3.99E-06,9.33E-07,1.79E-05
785,25,2.64E-06,8.23E-07,1.50E-05
785,30,1.68E-06,7.12E-07,1.22E-05
785,35,7.20E-07,5.01E-07,9.39E-06
785,40,-2.42E-07,2.90E-07,7.92E-06
785,45,-2.10E-07,7.90E-08,6.44E-06
785,50,-1.78E-07,4.88E-07,4.96E-06
785,60,-1.47E-07,8.97E-07,3.85E-06
785,70,-8.09E-07,1.31E-06,2.74E-06
785,80,-1.47E-06,6.86E-07,1.63E-06
785,90,-2.13E-06,6.64E-08,1.44E-06
785,100,4.86E-06,-5.54E-07,1.25E-06
786,0,4.13E-06,-1.32E-06,4.29E-05
786,2.5,3.95E-06,2.49E-07,2.98E-05
786,5,2.87E-06,4.63E-07,1.94E-05
786,7.5,3.17E-06,3.61E-07,1.50E-05
786,10,2.23E-06,-2.53E-07,1.27E-05
786,12.5,1.74E-06,9.21E-08,1.11E-05
786,15,1.39E-06,-7.68E-07,9.79E-06
786,17.5,3.76E-07,1.47E-07,8.77E-06
786,20,9.04E-07,4.79E-07,8.07E-06
786,25,3.21E-07,2.41E-07,6.11E-06
786,30,9.71E-08,2.63E-09,4.15E-06
786,35,-1.27E-07,3.07E-07,2.19E-06
786,40,-3.51E-07,6.12E-07,1.30E-06
786,45,-2.76E-07,9.16E-07,4.09E-07
786,50,-2.01E-07,7.70E-07,-4.80E-07
786,60,-1.26E-07,6.24E-07,-8.60E-07
786,70,-6.62E-07,4.77E-07,-1.24E-06
786,80,-1.20E-06,-9.11E-08,-1.62E-06
786,90,-1.73E-06,-6.60E-07,-1.66E-06
786,100,4.63E-06,-1.23E-06,-1.70E-06
788,0,2.88E-06,5.54E-07,2.28E-05
788,2.5,3.36E-06,1.17E-06,1.53E-05
788,5,3.52E-06,1.21E-06,9.70E-06
788,7.5,3.76E-06,5.90E-07,6.10E-06
788,10,2.99E-06,-1.70E-07,4.72E-06
788,12.5,1.82E-06,-2.69E-08,4.00E-06
788,15,1.86E-06,1.16E-06,2.65E-06
788,17.5,1.63E-06,9.67E-07,2.48E-06
788,20,2.19E-06,1.58E-06,1.96E-06
788,25,5.62E-07,1.24E-06,6.15E-07
788,30,3.86E-07,8.93E-07,-7.25E-07
788,35,2.10E-07,1.58E-06,-2.07E-06
788,40,3.44E-08,2.26E-06,-2.05E-06
788,45,-1.86E-07,2.94E-06,-2.04E-06
788,50,-4.06E-07,2.91E-06,-2.02E-06
788,60,-6.27E-07,2.88E-06,-1.72E-06
788,70,-1.21E-06,2.84E-06,-1.43E-06
788,80,-1.79E-06,2.29E-06,-1.13E-06
788,90,-2.37E-06,1.73E-06,-1.43E-06
788,100,4.50E-07,1.17E-06,-1.74E-06
789,0,6.34E-06,-2.47E-06,2.72E-05
789,2.5,6.12E-06,-1.91E-06,1.96E-05
789,5,5.74E-06,-7.97E-07,1.41E-05
789,7.5,5.11E-06,-1.28E-06,1.08E-05
789,10,4.79E-06,-1.20E-06,9.31E-06
789,12.5,4.96E-06,-1.17E-06,7.89E-06
789,15,4.18E-06,1.45E-08,7.35E-06
789,17.5,3.94E-06,-3.97E-07,6.05E-06
789,20,3.59E-06,-5.02E-08,5.33E-06
789,25,2.77E-06,-3.23E-07,4.24E-06
789,30,1.71E-06,-5.95E-07,3.15E-06
789,35,6.55E-07,-1.26E-06,2.05E-06
789,40,-4.04E-07,-1.93E-06,1.75E-06
789,45,-4.83E-07,-2.60E-06,1.45E-06
789,50,-5.62E-07,-1.79E-06,1.15E-06
789,60,-6.41E-07,-9.81E-07,1.13E-06
789,70,-8.58E-07,-1.70E-07,1.11E-06
789,80,-1.08E-06,-1.84E-07,1.09E-06
789,90,-1.29E-06,-1.99E-07,9.36E-07
789,100,1.55E-06,-2.13E-07,7.78E-07
791,0,4.74E-06,-2.33E-06,1.93E-05
791,2.5,3.97E-06,-9.57E-07,1.04E-05
791,5,3.44E-06,-6.79E-07,1.94E-06
791,7.5,3.02E-06,-5.63E-07,-2.10E-06
791,10,2.41E-06,-1.31E-07,-4.29E-06
791,12.5,2.44E-06,-2.73E-07,-5.25E-06
791,15,1.74E-06,-6.62E-08,-5.83E-06
791,17.5,1.93E-06,-1.73E-07,-5.75E-06
791,20,1.37E-06,5.47E-07,-5.64E-06
791,25,1.85E-06,3.16E-07,-6.18E-06
791,30,1.23E-06,8.47E-08,-6.71E-06
791,35,6.16E-07,1.72E-09,-7.25E-06
791,40,-1.59E-09,-8.13E-08,-7.24E-06
791,45,-9.55E-08,-1.64E-07,-7.23E-06
791,50,-1.90E-07,1.21E-07,-7.22E-06
791,60,-2.84E-07,4.06E-07,-5.94E-06
791,70,-4.47E-07,6.91E-07,-4.66E-06
791,80,-6.09E-07,8.33E-07,-3.38E-06
791,90,-7.73E-07,9.76E-07,-2.83E-06
791,100,1.48E-06,1.12E-06,-2.29E-06
792,0,1.48E-06,-3.40E-06,2.01E-05
792,2.5,1.33E-06,-2.80E-06,1.29E-05
792,5,9.89E-07,-2.89E-06,6.66E-06
792,7.5,1.33E-06,-3.26E-06,4.23E-06
792,10,3.64E-07,-3.15E-06,2.77E-06
792,12.5,4.59E-07,-2.45E-06,2.43E-06
792,15,5.20E-07,-2.19E-06,1.70E-06
792,17.5,8.64E-07,-3.03E-06,1.17E-06
792,20,2.59E-07,-2.27E-06,6.56E-07
792,25,7.07E-07,-1.76E-06,-3.02E-07
792,30,1.26E-07,-1.24E-06,-1.26E-06
792,35,-4.56E-07,-1.04E-06,-2.22E-06
792,40,-1.04E-06,-8.45E-07,-2.46E-06
792,45,-1.28E-06,-6.49E-07,-2.69E-06
792,50,-1.52E-06,-9.30E-07,-2.93E-06
792,60,-1.77E-06,-1.21E-06,-2.55E-06
792,70,-2.01E-06,-1.49E-06,-2.16E-06
792,80,-2.25E-06,-1.05E-06,-1.78E-06
792,90,-2.49E-06,-6.00E-07,-6.54E-07
792,100,6.35E-07,-1.55E-07,4.72E-07
794,0,3.80E-06,5.31E-07,3.06E-05
794,2.5,3.50E-06,9.28E-07,2.44E-05
794,5,3.06E-06,1.82E-06,1.94E-05
794,7.5,3.04E-06,8.07E-07,1.68E-05
794,10,3.10E-06,4.77E-07,1.43E-05
794,12.5,2.98E-06,8.56E-07,1.32E-05
794,15,2.76E-06,2.06E-07,1.21E-05
794,17.5,2.54E-06,7.24E-07,1.04E-05
794,20,2.55E-06,1.35E-06,9.01E-06
794,25,2.43E-06,6.34E-07,7.41E-06
794,30,2.16E-06,-8.11E-08,5.82E-06
794,35,1.89E-06,6.46E-10,4.22E-06
794,40,1.63E-06,8.24E-08,3.48E-06
794,45,1.19E-06,1.64E-07,2.74E-06
794,50,7.60E-07,4.16E-07,2.00E-06
794,60,3.25E-07,6.67E-07,1.19E-06
794,70,-1.10E-08,9.19E-07,3.80E-07
794,80,-3.47E-07,4.93E-07,-4.31E-07
794,90,-6.83E-07,6.71E-08,1.21E-07
794,100,1.72E-06,-3.59E-07,6.74E-07
795,0,-3.30E-06,-4.45E-07,3.27E-05
795,2.5,-3.13E-06,6.41E-08,2.58E-05
795,5,-2.66E-06,7.90E-07,2.04E-05
795,7.5,-2.65E-06,-4.41E-07,1.74E-05
795,10,-3.08E-06,7.32E-08,1.57E-05
795,12.5,-2.17E-06,-2.01E-07,1.37E-05
795,15,-1.12E-06,-4.61E-08,1.27E-05
795,17.5,-2.02E-06,-1.99E-07,1.20E-05
795,20,-1.18E-06,-5.44E-07,1.08E-05
795,25,-1.57E-06,3.22E-07,9.34E-06
795,30,-1.67E-06,1.19E-06,7.88E-06
795,35,-1.76E-06,2.08E-06,6.43E-06
795,40,-1.86E-06,2.98E-06,5.41E-06
795,45,-1.76E-06,3.87E-06,4.38E-06
795,50,-1.65E-06,3.65E-06,3.36E-06
795,60,-1.55E-06,3.44E-06,2.47E-06
795,70,-1.57E-06,3.22E-06,1.58E-06
795,80,-1.58E-06,2.43E-06,6.96E-07
795,90,-1.60E-06,1.65E-06,6.89E-07
795,100,1.04E-06,8.64E-07,6.82E-07
797,0,-2.71E-07,-1.55E-06,3.79E-05
797,2.5,6.84E-08,-8.95E-07,3.04E-05
797,5,-8.94E-08,-6.59E-07,2.47E-05
797,7.5,-1.93E-07,3.83E-09,2.16E-05
797,10,-1.22E-07,-1.05E-06,1.95E-05
797,12.5,-6.99E-10,-9.53E-07,1.78E-05
797,15,1.53E-07,-1.19E-07,1.65E-05
797,17.5,-4.26E-07,-4.79E-07,1.49E-05
797,20,-6.39E-07,-9.97E-07,1.42E-05
797,25,4.14E-08,-4.30E-07,1.19E-05
797,30,-4.27E-07,1.37E-07,9.58E-06
797,35,-8.95E-07,2.49E-07,7.26E-06
797,40,-1.36E-06,3.60E-07,6.60E-06
797,45,-1.58E-06,4.72E-07,5.93E-06
797,50,-1.80E-06,4.15E-07,5.27E-06
797,60,-2.02E-06,3.58E-07,4.22E-06
797,70,-2.22E-06,3.01E-07,3.17E-06
797,80,-2.41E-06,1.46E-07,2.12E-06
797,90,-2.61E-06,-8.36E-09,1.64E-06
797,100,2.73E-06,-1.63E-07,1.16E-06
798,0,3.56E-07,-7.36E-06,3.69E-05
798,2.5,5.56E-07,-1.35E-06,2.93E-05
798,5,1.63E-07,-1.13E-06,2.37E-05
798,7.5,-2.00E-07,-1.12E-06,2.04E-05
798,10,-6.57E-07,-1.32E-06,1.78E-05
798,12.5,-1.01E-06,-1.50E-06,1.63E-05
798,15,-1.19E-06,-8.16E-07,1.50E-05
798,17.5,-1.93E-06,-1.83E-07,1.34E-05
798,20,-1.74E-06,-1.04E-06,1.21E-05
798,25,-1.39E-06,-3.57E-07,1.04E-05
798,30,-1.62E-06,3.24E-07,8.69E-06
798,35,-1.84E-06,3.99E-07,6.98E-06
798,40,-2.06E-06,4.73E-07,5.73E-06
798,45,-2.19E-06,5.48E-07,4.47E-06
798,50,-2.31E-06,4.04E-07,3.22E-06
798,60,-2.44E-06,2.59E-07,2.57E-06
798,70,-3.16E-06,1.15E-07,1.92E-06
798,80,-3.88E-06,5.55E-07,1.27E-06
798,90,-4.61E-06,9.95E-07,5.20E-07
798,100,3.68E-08,1.44E-06,-2.30E-07
800,0,2.67E-06,-5.16E-07,2.52E-05
800,2.5,2.64E-06,7.16E-07,1.60E-05
800,5,2.33E-06,1.42E-06,8.48E-06
800,7.5,2.64E-06,1.74E-06,4.76E-06
800,10,2.27E-06,1.71E-06,2.66E-06
800,12.5,2.53E-06,1.49E-06,1.42E-06
800,15,1.95E-06,1.69E-06,5.73E-07
800,17.5,1.32E-06,1.53E-06,-8.74E-07
800,20,1.62E-06,1.73E-06,-1.23E-06
800,25,8.24E-07,1.94E-06,-2.04E-06
800,30,6.48E-07,2.14E-06,-2.86E-06
800,35,4.73E-07,2.36E-06,-3.68E-06
800,40,2.98E-07,2.58E-06,-4.58E-06
800,45,-3.39E-07,2.80E-06,-5.48E-06
800,50,-9.75E-07,2.05E-06,-6.38E-06
800,60,-1.61E-06,1.31E-06,-5.85E-06
800,70,-1.44E-06,5.70E-07,-5.31E-06
800,80,-1.27E-06,7.92E-07,-4.77E-06
800,90,-1.10E-06,1.01E-06,-3.04E-06
800,100,4.30E-06,1.24E-06,-1.31E-06
801,0,6.44E-07,-2.12E-06,2.84E-05
801,2.5,6.25E-07,3.79E-07,1.81E-05
801,5,6.49E-07,-2.85E-08,1.09E-05
801,7.5,3.23E-07,4.78E-07,8.22E-06
801,10,6.14E-08,1.65E-06,6.05E-06
801,12.5,2.25E-07,1.55E-06,4.98E-06
801,15,-5.35E-08,1.46E-06,4.41E-06
801,17.5,-1.93E-07,1.58E-06,3.49E-06
801,20,-2.78E-07,1.81E-06,2.17E-06
801,25,-1.01E-06,2.04E-06,1.24E-06
801,30,-1.37E-06,2.28E-06,3.19E-07
801,35,-1.73E-06,2.35E-06,-6.05E-07
801,40,-2.09E-06,2.43E-06,-1.02E-06
801,45,-1.57E-06,2.51E-06,-1.44E-06
801,50,-1.05E-06,2.47E-06,-1.86E-06
801,60,-5.31E-07,2.42E-06,-2.26E-06
801,70,-1.29E-06,2.38E-06,-2.67E-06
801,80,-2.06E-06,1.82E-06,-3.07E-06
801,90,-2.82E-06,1.26E-06,-2.55E-06
801,100,2.65E-06,7.05E-07,-2.03E-06
803,0,8.23E-06,-1.65E-06,2.86E-05
803,2.5,7.20E-06,-7.87E-07,1.94E-05
803,5,6.29E-06,-2.54E-07,1.15E-05
803,7.5,5.46E-06,3.56E-07,7.59E-06
803,10,4.57E-06,1.16E-06,4.85E-06
803,12.5,3.75E-06,9.67E-07,3.96E-06
803,15,3.82E-06,1.06E-06,2.72E-06
803,17.5,4.05E-06,1.67E-06,1.69E-06
803,20,4.01E-06,2.42E-06,1.32E-06
803,25,3.59E-06,2.00E-06,3.95E-07
803,30,2.92E-06,1.58E-06,-5.35E-07
803,35,2.25E-06,1.37E-06,-1.46E-06
803,40,1.58E-06,1.17E-06,-1.71E-06
803,45,1.08E-06,9.65E-07,-1.95E-06
803,50,5.70E-07,7.23E-07,-2.19E-06
803,60,6.55E-08,4.80E-07,-2.20E-06
803,70,-1.92E-07,2.38E-07,-2.21E-06
803,80,-4.51E-07,-2.11E-07,-2.21E-06
803,90,-7.09E-07,-6.60E-07,-2.33E-06
803,100,2.93E-06,-1.11E-06,-2.44E-06
804,0,2.85E-06,-4.43E-06,3.11E-05
804,2.5,3.13E-06,-2.05E-06,2.15E-05
804,5,3.02E-06,-1.93E-06,1.40E-05
804,7.5,2.97E-06,-1.95E-06,1.09E-05
804,10,2.43E-06,-8.92E-07,8.93E-06
804,12.5,1.90E-06,-9.90E-07,7.85E-06
804,15,2.12E-06,-1.11E-06,7.05E-06
804,17.5,1.23E-06,-1.26E-06,6.54E-06
804,20,1.16E-06,-4.15E-07,5.75E-06
804,25,1.48E-06,-2.52E-07,4.37E-06
804,30,9.41E-07,-8.95E-08,2.98E-06
804,35,4.03E-07,3.12E-07,1.59E-06
804,40,-1.35E-07,7.14E-07,4.73E-07
804,45,-7.27E-07,1.12E-06,-6.46E-07
804,50,-1.32E-06,1.21E-06,-1.77E-06
804,60,-1.91E-06,1.31E-06,-1.57E-06
804,70,-2.15E-06,1.41E-06,-1.38E-06
804,80,-2.38E-06,6.34E-07,-1.18E-06
804,90,-2.62E-06,-1.42E-07,-8.85E-07
804,100,3.18E-06,-9.18E-07,-5.85E-07
806,0,-5.08E-07,3.69E-07,2.18E-05
806,2.5,-1.00E-07,9.40E-07,1.46E-05
806,5,1.34E-07,9.31E-07,9.20E-06
806,7.5,1.38E-07,6.70E-07,7.30E-06
806,10,-2.57E-08,5.75E-07,5.91E-06
806,12.5,1.10E-07,9.46E-07,4.86E-06
806,15,-1.47E-07,1.04E-06,4.80E-06
806,17.5,-5.92E-07,7.11E-07,4.36E-06
806,20,-5.72E-07,7.29E-07,3.58E-06
806,25,-9.85E-07,9.60E-07,2.52E-06
806,30,-1.18E-06,1.19E-06,1.47E-06
806,35,-1.38E-06,1.12E-06,4.11E-07
806,40,-1.57E-06,1.05E-06,3.89E-08
806,45,-1.64E-06,9.85E-07,-3.33E-07
806,50,-1.71E-06,1.01E-06,-7.05E-07
806,60,-1.78E-06,1.04E-06,-5.92E-07
806,70,-1.83E-06,1.07E-06,-4.80E-07
806,80,-1.88E-06,9.30E-07,-3.68E-07
806,90,-1.93E-06,7.96E-07,-2.97E-07
806,100,1.21E-06,6.61E-07,-2.27E-07
807,0,1.96E-06,5.31E-07,1.66E-05
807,2.5,2.21E-06,3.42E-07,1.10E-05
807,5,2.39E-06,7.00E-07,6.22E-06
807,7.5,2.69E-06,6.44E-07,4.14E-06
807,10,2.18E-06,8.77E-07,3.04E-06
807,12.5,2.19E-06,3.51E-07,1.94E-06
807,15,2.41E-06,3.24E-07,1.70E-06
807,17.5,2.03E-06,4.33E-07,1.34E-06
807,20,2.27E-06,8.84E-07,1.01E-06
807,25,2.13E-06,1.08E-06,5.71E-07
807,30,1.90E-06,1.27E-06,1.31E-07
807,35,1.66E-06,1.21E-06,-3.10E-07
807,40,1.43E-06,1.15E-06,-4.39E-07
807,45,1.22E-06,1.09E-06,-5.68E-07
807,50,1.01E-06,7.05E-07,-6.97E-07
807,60,8.03E-07,3.19E-07,-7.83E-07
807,70,4.73E-07,-6.65E-08,-8.69E-07
807,80,1.42E-07,1.71E-07,-9.55E-07
807,90,-1.88E-07,4.09E-07,-7.25E-07
807,100,2.29E-06,6.46E-07,-4.94E-07
809,0,1.79E-06,-3.51E-06,1.24E-05
809,2.5,2.18E-06,-3.03E-06,7.47E-06
809,5,2.42E-06,-2.41E-06,3.74E-06
809,7.5,2.50E-06,-2.02E-06,2.01E-06
809,10,2.63E-06,-1.61E-06,1.06E-06
809,12.5,2.60E-06,-1.76E-06,7.48E-07
809,15,2.37E-06,-1.42E-06,4.15E-07
809,17.5,2.09E-06,-1.08E-06,8.33E-08
809,20,1.80E-06,-8.76E-07,-2.49E-07
809,25,1.52E-06,-6.70E-07,-5.92E-07
809,30,1.40E-06,-4.64E-07,-9.34E-07
809,35,1.27E-06,-5.06E-07,-1.28E-06
809,40,1.15E-06,-5.49E-07,-1.72E-06
809,45,8.77E-07,-5.92E-07,-2.16E-06
809,50,6.07E-07,-3.68E-07,-2.61E-06
809,60,3.37E-07,-1.45E-07,-1.99E-06
809,70,5.29E-07,7.90E-08,-1.37E-06
809,80,7.21E-07,1.24E-07,-7.51E-07
809,90,9.13E-07,1.69E-07,-1.66E-06
809,100,8.73E-07,2.14E-07,-2.57E-06
810,0,7.39E-07,-2.22E-06,1.83E-05
810,2.5,9.69E-07,-1.59E-06,1.29E-05
810,5,1.06E-06,-1.16E-06,8.54E-06
810,7.5,1.28E-06,-6.55E-07,6.51E-06
810,10,1.01E-06,-1.04E-06,4.82E-06
810,12.5,5.44E-07,-1.13E-06,3.78E-06
810,15,5.33E-07,-1.20E-06,3.26E-06
810,17.5,2.03E-07,-1.27E-06,2.73E-06
810,20,-1.27E-07,-1.05E-06,2.21E-06
810,25,-4.57E-07,-8.21E-07,1.18E-06
810,30,-8.73E-07,-5.96E-07,1.41E-07
810,35,-1.29E-06,-2.80E-07,-8.93E-07
810,40,-1.70E-06,3.60E-08,-9.65E-07
810,45,-1.97E-06,3.52E-07,-1.04E-06
810,50,-2.23E-06,2.81E-07,-1.11E-06
810,60,-2.49E-06,2.11E-07,-1.09E-06
810,70,-2.12E-06,1.40E-07,-1.08E-06
810,80,-1.75E-06,2.79E-07,-1.06E-06
810,90,-1.37E-06,4.18E-07,-1.62E-06
810,100,1.48E-06,5.57E-07,-2.17E-06
812,0,1.65E-06,-8.32E-07,1.56E-05
812,2.5,1.96E-06,-5.97E-07,1.18E-05
812,5,1.89E-06,-6.10E-08,7.87E-06
812,7.5,1.91E-06,7.60E-08,6.01E-06
812,10,2.13E-06,9.43E-08,5.10E-06
812,12.5,2.07E-06,2.49E-08,4.45E-06
812,15,1.60E-06,5.45E-07,3.72E-06
812,17.5,1.21E-06,6.90E-07,2.76E-06
812,20,9.05E-07,4.71E-07,2.39E-06
812,25,8.04E-07,6.74E-07,1.94E-06
812,30,6.94E-07,8.77E-07,1.49E-06
812,35,5.84E-07,8.44E-07,1.04E-06
812,40,4.74E-07,8.11E-07,8.60E-07
812,45,1.46E-07,7.79E-07,6.83E-07
812,50,-1.82E-07,5.70E-07,5.07E-07
812,60,-5.11E-07,3.62E-07,2.31E-07
812,70,-2.49E-07,1.54E-07,-4.46E-08
812,80,1.19E-08,-6.89E-08,-3.20E-07
812,90,2.73E-07,-2.92E-07,-6.05E-07
812,100,1.79E-06,-5.15E-07,-8.90E-07
813,0,-3.40E-07,5.08E-07,1.72E-05
813,2.5,-3.79E-08,9.16E-07,1.16E-05
813,5,6.68E-08,1.36E-06,7.32E-06
813,7.5,-1.44E-07,1.46E-06,5.31E-06
813,10,-7.77E-07,1.54E-06,3.86E-06
813,12.5,-9.90E-07,1.75E-06,3.34E-06
813,15,-1.01E-06,1.49E-06,2.90E-06
813,17.5,-9.36E-07,1.22E-06,2.47E-06
813,20,-8.59E-07,1.01E-06,2.04E-06
813,25,-7.82E-07,7.90E-07,1.73E-06
813,30,-8.28E-07,5.74E-07,1.42E-06
813,35,-8.73E-07,7.20E-07,1.12E-06
813,40,-9.18E-07,8.66E-07,6.66E-07
813,45,-7.99E-07,1.01E-06,2.13E-07
813,50,-6.80E-07,9.45E-07,-2.39E-07
813,60,-5.61E-07,8.78E-07,-4.42E-07
813,70,-8.98E-07,8.11E-07,-6.45E-07
813,80,-1.23E-06,1.06E-06,-8.48E-07
813,90,-1.57E-06,1.32E-06,-7.39E-07
813,100,2.31E-06,1.57E-06,-6.30E-07
815,0,8.21E-07,-4.18E-06,2.37E-05
815,2.5,-9.13E-08,-3.14E-06,1.70E-05
815,5,-5.52E-07,-3.13E-06,1.14E-05
815,7.5,-5.75E-07,-2.03E-06,8.76E-06
815,10,-1.93E-06,-1.98E-06,7.21E-06
815,12.5,-1.33E-06,-2.26E-06,6.14E-06
815,15,-1.58E-06,-1.84E-06,5.68E-06
815,17.5,-1.34E-06,-1.43E-06,5.21E-06
815,20,-1.10E-06,-9.40E-07,4.75E-06
815,25,-8.63E-07,-4.55E-07,4.00E-06
815,30,-9.94E-07,3.09E-08,3.25E-06
815,35,-1.12E-06,1.57E-07,2.51E-06
815,40,-1.26E-06,2.84E-07,2.23E-06
815,45,-1.22E-06,4.10E-07,1.96E-06
815,50,-1.18E-06,6.68E-07,1.68E-06
815,60,-1.15E-06,9.25E-07,1.49E-06
815,70,-1.18E-06,1.18E-06,1.30E-06
815,80,-1.21E-06,1.31E-06,1.12E-06
815,90,-1.25E-06,1.44E-06,1.97E-07
815,100,1.12E-06,1.57E-06,-7.23E-07
816,0,1.78E-06,-1.57E-07,2.80E-05
816,2.5,1.26E-06,-7.43E-07,2.22E-05
816,5,6.88E-07,-1.94E-07,1.72E-05
816,7.5,1.61E-07,2.85E-07,1.45E-05
816,10,2.98E-07,1.92E-07,1.23E-05
816,12.5,2.23E-07,3.26E-07,1.14E-05
