Name,AF (mT),x (emu),y (emu),z (emu)
732,40,-3.23E-06,1.64E-06,6.10E-06
732,45,-4.14E-06,1.59E-06,4.91E-06
732,50,-5.05E-06,2.48E-06,3.71E-06
732,60,-5.97E-06,3.38E-06,2.47E-06
732,70,-4.85E-06,4.27E-06,1.23E-06
732,80,-3.74E-06,4.74E-06,-1.39E-08
732,90,-2.63E-06,5.20E-06,1.54E-07
732,100,-2.75E-06,5.67E-06,3.23E-07
734,0,1.60E-06,-1.39E-06,1.33E-05
734,2.5,9.69E-07,-1.22E-06,7.43E-06
734,5,5.66E-07,-1.18E-06,1.80E-06
734,7.5,7.90E-07,-1.39E-06,-1.26E-06
734,10,1.16E-06,-1.53E-06,-3.81E-06
734,12.5,1.01E-06,-4.10E-07,-4.79E-06
734,15,1.01E-06,-7.26E-07,-5.59E-06
734,17.5,5.00E-07,-7.13E-07,-5.98E-06
734,20,1.90E-06,-7.25E-07,-6.60E-06
734,25,1.82E-06,-8.43E-07,-6.86E-06
734,30,1.44E-06,-9.62E-07,-7.12E-06
734,35,1.06E-06,-1.02E-06,-7.39E-06
734,40,6.76E-07,-1.07E-06,-7.29E-06
734,45,2.25E-07,-1.12E-06,-7.18E-06
734,50,-2.26E-07,-8.40E-07,-7.08E-06
734,60,-6.77E-07,-5.59E-07,-6.01E-06
734,70,-7.37E-07,-2.77E-07,-4.95E-06
734,80,-7.97E-07,-2.38E-07,-3.88E-06
734,90,-8.57E-07,-2.00E-07,-3.02E-06
734,100,2.22E-06,-1.61E-07,-2.15E-06
737,0,3.76E-06,-2.97E-06,9.96E-06
737,2.5,3.24E-06,-2.20E-06,3.85E-06
737,5,3.01E-06,-2.72E-06,-1.93E-06
737,7.5,2.75E-06,-2.47E-06,-5.32E-06
737,10,2.18E-06,-2.76E-06,-7.32E-06
737,12.5,2.35E-06,-2.81E-06,-8.50E-06
737,15,1.99E-06,-2.80E-06,-9.17E-06
737,17.5,1.15E-06,-2.12E-06,-9.48E-06
737,20,1.58E-06,-3.21E-06,-9.44E-06
737,25,9.31E-07,-2.52E-06,-9.83E-06
737,30,5.79E-07,-1.84E-06,-1.02E-05
737,35,2.26E-07,-1.68E-06,-1.06E-05
737,40,-1.27E-07,-1.52E-06,-1.08E-05
737,45,-7.22E-08,-1.35E-06,-1.11E-05
737,50,-1.79E-08,-9.80E-07,-1.13E-05
737,60,3.64E-08,-6.05E-07,-9.93E-06
737,70,-3.78E-07,-2.31E-07,-8.53E-06
737,80,-7.93E-07,2.29E-07,-7.14E-06
737,90,-1.21E-06,6.88E-07,-6.27E-06
737,100,1.29E-06,1.15E-06,-5.40E-06
740,0,4.32E-06,4.77E-06,2.54E-05
740,2.5,5.35E-06,3.55E-06,1.87E-05
740,5,5.45E-06,3.20E-06,9.97E-06
740,7.5,5.73E-06,2.79E-06,5.43E-06
740,10,5.19E-06,2.61E-06,2.73E-06
740,12.5,5.37E-06,2.72E-06,8.64E-07
740,15,4.71E-06,2.18E-06,-9.92E-08
740,17.5,4.69E-06,2.69E-06,-1.01E-06
740,20,4.89E-06,2.63E-06,-1.70E-06
740,25,3.77E-06,1.99E-06,-2.21E-06
740,30,3.16E-06,1.35E-06,-2.71E-06
740,35,2.56E-06,1.30E-06,-3.22E-06
740,40,1.95E-06,1.25E-06,-3.33E-06
740,45,1.57E-06,1.20E-06,-3.43E-06
740,50,1.20E-06,5.96E-07,-3.54E-06
740,60,8.24E-07,-8.27E-09,-3.37E-06
740,70,9.04E-07,-6.13E-07,-3.19E-06
740,80,9.84E-07,-2.27E-07,-3.01E-06
740,90,1.06E-06,1.60E-07,-2.88E-06
740,100,2.01E-06,5.46E-07,-2.75E-06
741,0,5.13E-06,4.15E-07,2.60E-05
741,2.5,4.49E-06,8.34E-07,1.92E-05
741,5,4.35E-06,1.56E-06,1.13E-05
741,7.5,4.43E-06,1.35E-06,7.13E-06
741,10,4.06E-06,1.69E-06,4.15E-06
741,12.5,3.59E-06,2.15E-06,2.76E-06
741,15,3.67E-06,2.71E-06,1.58E-06
741,17.5,2.96E-06,1.98E-06,1.16E-06
741,20,3.00E-06,2.23E-06,6.93E-07
741,25,3.00E-06,2.23E-06,-4.10E-07
741,30,2.30E-06,2.22E-06,-1.51E-06
741,35,1.61E-06,2.18E-06,-2.62E-06
741,40,9.16E-07,2.13E-06,-2.65E-06
741,45,5.36E-07,2.09E-06,-2.69E-06
741,50,1.56E-07,1.92E-06,-2.72E-06
741,60,-2.24E-07,1.75E-06,-2.48E-06
741,70,-5.78E-07,1.57E-06,-2.24E-06
741,80,-9.31E-07,1.09E-06,-2.00E-06
741,90,-1.28E-06,6.01E-07,-1.56E-06
741,100,2.26E-06,1.15E-07,-1.12E-06
743,0,-1.16E-06,1.11E-06,2.98E-05
743,2.5,-6.77E-07,2.31E-06,2.14E-05
743,5,-2.83E-07,1.03E-06,1.40E-05
743,7.5,-4.27E-08,9.00E-07,1.06E-05
743,10,8.29E-08,8.43E-07,7.83E-06
743,12.5,-8.54E-08,3.42E-07,6.62E-06
743,15,-2.91E-07,1.06E-06,5.95E-06
743,17.5,-1.11E-06,6.84E-07,5.07E-06
743,20,-4.91E-07,9.67E-07,4.32E-06
743,25,-1.58E-06,8.14E-07,3.03E-06
743,30,-1.78E-06,6.61E-07,1.75E-06
743,35,-1.98E-06,7.99E-07,4.62E-07
743,40,-2.19E-06,9.37E-07,-2.16E-07
743,45,-2.20E-06,1.07E-06,-8.94E-07
743,50,-2.22E-06,1.07E-06,-1.57E-06
743,60,-2.23E-06,1.06E-06,-1.03E-06
743,70,-2.35E-06,1.05E-06,-4.85E-07
743,80,-2.46E-06,1.05E-06,5.87E-08
743,90,-2.57E-06,1.05E-06,-9.71E-08
743,100,1.10E-06,1.05E-06,-2.53E-07
744,0,9.95E-08,2.74E-06,2.16E-05
744,2.5,7.52E-08,3.20E-06,1.44E-05
744,5,1.55E-07,2.20E-06,8.98E-06
744,7.5,3.49E-08,2.16E-06,5.70E-06
744,10,3.52E-08,1.83E-06,3.28E-06
744,12.5,5.84E-07,1.86E-06,1.69E-06
744,15,1.53E-07,1.32E-06,8.51E-07
744,17.5,-9.58E-08,1.12E-06,3.71E-07
744,20,4.13E-07,1.44E-06,-6.87E-07
744,25,-4.20E-07,1.66E-06,-1.43E-06
744,30,-6.62E-07,1.88E-06,-2.16E-06
744,35,-9.05E-07,1.89E-06,-2.90E-06
744,40,-1.15E-06,1.89E-06,-2.90E-06
744,45,-1.27E-06,1.90E-06,-2.90E-06
744,50,-1.39E-06,1.77E-06,-2.89E-06
744,60,-1.52E-06,1.64E-06,-2.87E-06
744,70,-1.62E-06,1.51E-06,-2.84E-06
744,80,-1.72E-06,1.15E-06,-2.81E-06
744,90,-1.82E-06,7.82E-07,-2.90E-06
744,100,1.81E-06,4.19E-07,-3.00E-06
746,0,1.61E-06,-1.81E-06,3.96E-05
746,2.5,1.77E-06,-2.12E-06,3.21E-05
746,5,2.07E-06,-8.35E-07,2.61E-05
746,7.5,2.07E-06,-1.85E-06,2.26E-05
746,10,1.68E-06,-1.74E-06,2.03E-05
746,12.5,1.93E-06,-1.87E-06,1.85E-05
746,15,1.71E-06,-1.70E-06,1.74E-05
746,17.5,9.33E-07,-9.72E-07,1.65E-05
746,20,1.23E-06,-2.10E-06,1.55E-05
746,25,4.28E-07,-1.98E-06,1.34E-05
746,30,1.60E-07,-1.87E-06,1.14E-05
746,35,-1.08E-07,-1.80E-06,9.28E-06
746,40,-3.76E-07,-1.74E-06,8.28E-06
746,45,-6.22E-07,-1.67E-06,7.27E-06
746,50,-8.69E-07,-1.52E-06,6.26E-06
746,60,-1.12E-06,-1.37E-06,5.66E-06
746,70,-1.08E-06,-1.21E-06,5.06E-06
746,80,-1.05E-06,-1.10E-06,4.46E-06
746,90,-1.01E-06,-9.84E-07,3.47E-06
746,100,5.41E-07,-8.70E-07,2.48E-06
747,0,1.44E-06,-2.58E-06,4.82E-05
747,2.5,1.04E-06,-2.41E-06,4.08E-05
747,5,7.79E-07,-1.33E-06,3.50E-05
747,7.5,5.34E-07,-2.34E-06,3.11E-05
747,10,2.59E-07,-1.74E-06,2.82E-05
747,12.5,2.73E-07,-1.78E-06,2.65E-05
747,15,5.25E-07,-1.67E-07,2.49E-05
747,17.5,-2.37E-08,-1.44E-06,2.35E-05
747,20,3.76E-07,-1.60E-06,2.19E-05
747,25,-1.79E-07,-1.32E-06,1.97E-05
747,30,6.10E-08,-1.04E-06,1.74E-05
747,35,3.01E-07,-5.22E-07,1.52E-05
747,40,5.42E-07,-4.36E-10,1.39E-05
747,45,9.44E-08,5.21E-07,1.26E-05
747,50,-3.53E-07,7.55E-07,1.13E-05
747,60,-8.00E-07,9.89E-07,9.39E-06
747,70,-4.08E-07,1.22E-06,7.50E-06
747,80,-1.62E-08,8.56E-07,5.62E-06
747,90,3.76E-07,4.89E-07,4.54E-06
747,100,1.82E-06,1.23E-07,3.46E-06
749,0,3.26E-06,1.43E-07,5.44E-05
749,2.5,4.04E-06,-1.04E-06,4.76E-05
749,5,5.09E-06,7.17E-07,4.03E-05
749,7.5,5.16E-06,-9.83E-07,3.58E-05
749,10,4.88E-06,-7.88E-07,3.23E-05
749,12.5,4.34E-06,-8.36E-07,2.93E-05
749,15,4.00E-06,-9.13E-07,2.74E-05
749,17.5,3.00E-06,8.01E-08,2.59E-05
749,20,3.82E-06,4.84E-08,2.37E-05
749,25,3.72E-06,3.49E-08,2.08E-05
749,30,3.22E-06,2.14E-08,1.78E-05
749,35,2.71E-06,1.88E-07,1.49E-05
749,40,2.21E-06,3.54E-07,1.35E-05
749,45,1.74E-06,5.21E-07,1.22E-05
749,50,1.27E-06,6.74E-07,1.09E-05
749,60,7.96E-07,8.26E-07,9.05E-06
749,70,3.14E-09,9.79E-07,7.19E-06
749,80,-7.90E-07,5.08E-07,5.32E-06
749,90,-1.58E-06,3.72E-08,4.45E-06
749,100,6.78E-07,-4.34E-07,3.57E-06
750,0,1.49E-06,2.09E-06,4.39E-05
750,2.5,2.27E-06,2.50E-06,3.77E-05
750,5,3.50E-06,2.46E-06,3.12E-05
750,7.5,3.76E-06,2.08E-06,2.79E-05
750,10,4.40E-06,1.92E-06,2.46E-05
750,12.5,4.11E-06,2.02E-06,2.24E-05
750,15,3.27E-06,3.12E-06,2.08E-05
750,17.5,3.09E-06,1.72E-06,1.95E-05
750,20,3.17E-06,2.00E-06,1.84E-05
750,25,1.67E-06,1.59E-06,1.57E-05
750,30,1.14E-06,1.18E-06,1.30E-05
750,35,6.15E-07,6.99E-07,1.02E-05
750,40,8.73E-08,2.14E-07,8.70E-06
750,45,-2.84E-07,-2.72E-07,7.15E-06
750,50,-6.56E-07,-5.14E-07,5.61E-06
750,60,-1.03E-06,-7.57E-07,4.19E-06
750,70,-1.26E-06,-1.00E-06,2.78E-06
750,80,-1.50E-06,-1.07E-06,1.36E-06
750,90,-1.74E-06,-1.14E-06,8.24E-07
750,100,9.02E-07,-1.20E-06,2.87E-07
752,0,-1.32E-06,-6.45E-06,4.17E-05
752,2.5,-1.15E-06,-6.35E-06,3.42E-05
752,5,-5.78E-07,-6.27E-06,2.73E-05
752,7.5,-2.87E-07,-5.50E-06,2.39E-05
752,10,-2.74E-07,-5.95E-06,2.10E-05
752,12.5,-5.70E-07,-5.33E-06,1.90E-05
752,15,-2.11E-07,-4.53E-06,1.79E-05
752,17.5,-1.27E-06,-5.51E-06,1.59E-05
752,20,-6.78E-07,-5.48E-06,1.51E-05
752,25,-1.17E-06,-4.35E-06,1.29E-05
752,30,-1.22E-06,-3.22E-06,1.06E-05
752,35,-1.26E-06,-2.75E-06,8.38E-06
752,40,-1.31E-06,-2.29E-06,7.40E-06
752,45,-1.49E-06,-1.82E-06,6.42E-06
752,50,-1.66E-06,-1.18E-06,5.44E-06
752,60,-1.83E-06,-5.52E-07,4.12E-06
752,70,-2.47E-06,8.14E-08,2.81E-06
752,80,-3.11E-06,1.73E-07,1.49E-06
752,90,-3.75E-06,2.65E-07,6.54E-07
752,100,1.70E-06,3.56E-07,-1.80E-07
753,0,2.47E-06,-4.29E-06,4.59E-05
753,2.5,2.51E-06,-5.36E-06,3.78E-05
753,5,3.13E-06,-5.34E-06,3.04E-05
753,7.5,3.24E-06,-4.77E-06,2.70E-05
753,10,2.70E-06,-4.15E-06,2.39E-05
753,12.5,2.96E-06,-3.96E-06,2.23E-05
753,15,3.02E-06,-4.39E-06,2.07E-05
753,17.5,2.49E-06,-3.47E-06,1.96E-05
753,20,2.09E-06,-3.39E-06,1.82E-05
753,25,2.09E-06,-2.54E-06,1.54E-05
753,30,1.28E-06,-1.69E-06,1.26E-05
753,35,4.70E-07,-1.72E-06,9.74E-06
753,40,-3.39E-07,-1.75E-06,8.78E-06
753,45,-1.68E-07,-1.78E-06,7.81E-06
753,50,1.79E-09,-1.25E-06,6.85E-06
753,60,1.72E-07,-7.25E-07,5.44E-06
753,70,-7.12E-07,-1.98E-07,4.04E-06
753,80,-1.60E-06,-9.40E-08,2.63E-06
753,90,-2.48E-06,1.02E-08,2.49E-06
753,100,1.01E-06,1.14E-07,2.35E-06
755,0,-2.42E-07,-3.93E-07,4.79E-05
755,2.5,-3.18E-08,-7.38E-08,4.05E-05
755,5,3.13E-07,3.30E-07,2.92E-05
755,7.5,6.01E-07,-1.40E-07,2.20E-05
755,10,3.42E-07,4.35E-07,1.65E-05
755,12.5,5.58E-07,-8.56E-08,1.35E-05
755,15,6.10E-07,7.90E-09,1.15E-05
755,17.5,1.29E-07,6.07E-08,1.02E-05
755,20,3.24E-07,5.59E-07,9.17E-06
755,25,1.63E-07,5.13E-07,7.69E-06
755,30,6.94E-08,4.66E-07,6.21E-06
755,35,-2.47E-08,3.47E-07,4.73E-06
755,40,-1.19E-07,2.27E-07,4.20E-06
755,45,-3.33E-07,1.07E-07,3.67E-06
755,50,-5.46E-07,8.97E-08,3.15E-06
755,60,-7.60E-07,7.24E-08,2.71E-06
755,70,-9.78E-07,5.51E-08,2.28E-06
755,80,-1.20E-06,-2.61E-07,1.84E-06
755,90,-1.41E-06,-5.76E-07,1.60E-06
755,100,4.70E-08,-8.92E-07,1.35E-06
756,0,-7.38E-07,-2.10E-06,4.59E-05
756,2.5,-7.01E-07,3.15E-07,3.87E-05
756,5,-4.88E-07,-8.14E-07,2.81E-05
756,7.5,-1.39E-07,-1.02E-06,2.09E-05
756,10,-1.37E-07,-8.75E-07,1.55E-05
756,12.5,6.63E-08,-8.38E-07,1.27E-05
756,15,2.08E-07,-4.99E-07,1.05E-05
756,17.5,-4.72E-07,-7.41E-07,9.22E-06
756,20,-4.23E-08,-4.27E-08,8.18E-06
756,25,1.10E-07,-2.71E-08,6.73E-06
756,30,-1.73E-08,-1.15E-08,5.29E-06
756,35,-1.45E-07,2.30E-08,3.84E-06
756,40,-2.72E-07,5.74E-08,3.44E-06
756,45,-1.72E-07,9.19E-08,3.04E-06
756,50,-7.18E-08,-9.71E-08,2.64E-06
756,60,2.85E-08,-2.86E-07,2.08E-06
756,70,5.03E-08,-4.75E-07,1.53E-06
756,80,7.20E-08,-5.83E-07,9.78E-07
756,90,9.37E-08,-6.90E-07,1.22E-06
756,100,2.78E-07,-7.98E-07,1.45E-06
758,0,2.04E-06,-1.50E-06,5.05E-05
758,2.5,2.27E-06,-4.69E-07,3.74E-05
758,5,2.38E-06,9.23E-08,2.51E-05
758,7.5,1.97E-06,5.62E-07,1.95E-05
758,10,2.44E-06,3.78E-07,1.54E-05
758,12.5,2.36E-06,1.28E-06,1.32E-05
758,15,2.49E-06,1.13E-06,1.13E-05
758,17.5,1.52E-06,1.38E-06,9.86E-06
758,20,2.30E-06,1.72E-06,8.72E-06
758,25,5.60E-07,1.32E-06,6.65E-06
758,30,5.76E-09,9.17E-07,4.59E-06
758,35,-5.48E-07,1.21E-06,2.52E-06
758,40,-1.10E-06,1.51E-06,1.70E-06
758,45,-9.68E-07,1.80E-06,8.75E-07
758,50,-8.34E-07,1.63E-06,5.08E-08
758,60,-7.00E-07,1.46E-06,-5.45E-07
758,70,-1.02E-06,1.28E-06,-1.14E-06
758,80,-1.33E-06,1.36E-06,-1.74E-06
758,90,-1.65E-06,1.44E-06,-1.29E-06
758,100,3.83E-06,1.52E-06,-8.39E-07
759,0,5.50E-07,-3.21E-06,3.71E-05
759,2.5,6.80E-07,-2.30E-06,2.55E-05
759,5,8.88E-07,-1.18E-06,1.60E-05
759,7.5,7.65E-07,-2.07E-06,1.07E-05
759,10,8.56E-07,-1.72E-06,7.80E-06
759,12.5,9.89E-07,-1.03E-06,6.37E-06
759,15,9.47E-07,-1.08E-06,4.17E-06
759,17.5,3.60E-07,-1.24E-06,3.51E-06
759,20,1.16E-06,-7.39E-07,2.77E-06
759,25,4.94E-07,-1.06E-06,1.22E-06
759,30,5.03E-07,-1.38E-06,-3.44E-07
759,35,5.12E-07,-1.13E-06,-1.90E-06
759,40,5.20E-07,-8.73E-07,-2.22E-06
759,45,1.73E-08,-6.20E-07,-2.54E-06
759,50,-4.86E-07,-6.53E-07,-2.85E-06
759,60,-9.89E-07,-6.87E-07,-2.69E-06
759,70,-1.40E-06,-7.21E-07,-2.52E-06
759,80,-1.81E-06,-1.02E-06,-2.35E-06
759,90,-2.23E-06,-1.32E-06,-1.48E-06
759,100,2.98E-06,-1.62E-06,-6.01E-07
761,0,4.14E-06,1.84E-06,2.45E-05
761,2.5,3.27E-06,1.62E-06,1.72E-05
761,5,2.41E-06,1.61E-06,1.02E-05
761,7.5,2.25E-06,1.42E-06,6.93E-06
761,10,1.72E-06,1.21E-06,4.87E-06
761,12.5,1.72E-06,8.49E-07,3.94E-06
761,15,2.00E-06,1.40E-06,2.99E-06
761,17.5,1.37E-06,1.19E-06,2.17E-06
761,20,6.66E-07,1.27E-06,1.85E-06
761,25,1.29E-06,1.01E-06,6.34E-07
761,30,9.13E-07,7.54E-07,-5.83E-07
761,35,5.39E-07,1.07E-06,-1.80E-06
761,40,1.65E-07,1.38E-06,-1.88E-06
761,45,1.86E-07,1.69E-06,-1.95E-06
761,50,2.08E-07,1.10E-06,-2.03E-06
761,60,2.30E-07,5.18E-07,-1.55E-06
761,70,5.20E-08,-6.56E-08,-1.07E-06
761,80,-1.26E-07,-1.52E-08,-5.89E-07
761,90,-3.04E-07,3.49E-08,-4.67E-07
761,100,1.96E-06,8.49E-08,-3.44E-07
762,0,1.16E-06,1.41E-06,1.76E-05
762,2.5,9.13E-07,1.54E-06,1.18E-05
762,5,5.86E-07,1.68E-06,6.84E-06
762,7.5,7.39E-07,1.93E-06,4.30E-06
762,10,1.89E-07,1.43E-06,2.90E-06
762,12.5,2.50E-08,1.32E-06,1.88E-06
762,15,1.12E-07,9.86E-07,1.10E-06
762,17.5,-3.97E-07,1.31E-06,6.91E-07
762,20,-2.12E-07,1.39E-06,4.27E-07
762,25,-9.07E-08,1.36E-06,-3.29E-07
762,30,-4.82E-07,1.33E-06,-1.08E-06
762,35,-8.73E-07,1.50E-06,-1.84E-06
762,40,-1.26E-06,1.67E-06,-2.15E-06
762,45,-1.34E-06,1.84E-06,-2.46E-06
762,50,-1.42E-06,1.36E-06,-2.77E-06
762,60,-1.49E-06,8.88E-07,-2.50E-06
762,70,-1.38E-06,4.12E-07,-2.24E-06
762,80,-1.27E-06,1.76E-07,-1.97E-06
762,90,-1.16E-06,-6.11E-08,-2.24E-06
762,100,1.93E-06,-2.98E-07,-2.51E-06
764,0,1.39E-06,3.76E-07,1.64E-05
764,2.5,7.47E-07,4.35E-07,1.24E-05
764,5,2.39E-07,3.14E-07,8.07E-06
764,7.5,-1.75E-07,3.46E-07,6.24E-06
764,10,-6.64E-08,4.32E-07,4.50E-06
764,12.5,-1.12E-07,7.72E-07,3.67E-06
764,15,-5.87E-07,7.55E-07,2.82E-06
764,17.5,-5.36E-07,4.85E-07,2.49E-06
764,20,-2.47E-07,5.69E-07,2.07E-06
764,25,-1.74E-07,6.39E-07,1.52E-06
764,30,-3.32E-07,7.09E-07,9.64E-07
764,35,-4.89E-07,5.44E-07,4.11E-07
764,40,-6.47E-07,3.78E-07,2.83E-07
764,45,-8.81E-07,2.13E-07,1.55E-07
764,50,-1.12E-06,1.97E-07,2.74E-08
764,60,-1.35E-06,1.82E-07,1.72E-07
764,70,-1.28E-06,1.66E-07,3.17E-07
764,80,-1.22E-06,3.06E-07,4.62E-07
764,90,-1.15E-06,4.47E-07,1.86E-07
764,100,7.98E-07,5.87E-07,-8.98E-08
765,0,-2.58E-06,1.52E-06,1.37E-05
765,2.5,-3.03E-06,1.69E-06,9.19E-06
765,5,-2.89E-06,1.69E-06,4.98E-06
765,7.5,-2.80E-06,2.03E-06,2.84E-06
765,10,-3.03E-06,2.35E-06,1.34E-06
765,12.5,-2.85E-06,2.05E-06,6.80E-07
765,15,-3.39E-06,1.77E-06,-3.40E-08
765,17.5,-3.61E-06,1.74E-06,-5.44E-07
765,20,-3.32E-06,2.12E-06,-1.02E-06
765,25,-3.75E-06,1.95E-06,-1.36E-06
765,30,-3.43E-06,1.78E-06,-1.71E-06
765,35,-3.10E-06,1.80E-06,-2.05E-06
765,40,-2.78E-06,1.81E-06,-2.20E-06
765,45,-2.58E-06,1.83E-06,-2.35E-06
765,50,-2.37E-06,1.78E-06,-2.50E-06
765,60,-2.17E-06,1.73E-06,-2.45E-06
765,70,-1.97E-06,1.68E-06,-2.41E-06
765,80,-1.76E-06,1.34E-06,-2.36E-06
765,90,-1.56E-06,1.01E-06,-2.00E-06
765,100,1.31E-06,6.68E-07,-1.63E-06
767,0,3.67E-06,3.00E-06,2.55E-05
767,2.5,3.22E-06,2.20E-06,2.01E-05
767,5,2.51E-06,2.09E-06,1.52E-05
767,7.5,2.04E-06,2.89E-06,1.24E-05
767,10,8.62E-07,1.80E-06,1.06E-05
767,12.5,1.20E-06,1.76E-06,9.42E-06
767,15,1.15E-06,8.49E-07,8.79E-06
767,17.5,1.27E-06,1.77E-06,7.81E-06
767,20,1.59E-06,1.34E-06,7.25E-06
767,25,1.05E-06,1.25E-06,6.14E-06
767,30,9.08E-07,1.16E-06,5.03E-06
767,35,7.66E-07,1.20E-06,3.91E-06
767,40,6.25E-07,1.25E-06,3.45E-06
767,45,4.60E-07,1.29E-06,2.99E-06
767,50,2.95E-07,1.04E-06,2.52E-06
767,60,1.31E-07,7.97E-07,1.94E-06
767,70,-3.52E-07,5.50E-07,1.36E-06
767,80,-8.35E-07,-2.93E-08,7.84E-07
767,90,-1.32E-06,-6.08E-07,9.87E-07
767,100,1.13E-06,-1.19E-06,1.19E-06
768,0,3.10E-06,3.27E-07,2.41E-05
768,2.5,2.75E-06,8.92E-07,1.90E-05
768,5,2.86E-06,1.03E-06,1.48E-05
768,7.5,2.63E-06,1.01E-06,1.22E-05
768,10,1.81E-06,9.43E-07,1.05E-05
768,12.5,1.84E-06,7.06E-07,9.48E-06
768,15,1.65E-06,4.90E-07,8.86E-06
768,17.5,1.59E-06,2.75E-07,8.24E-06
768,20,1.53E-06,4.01E-07,7.61E-06
768,25,1.46E-06,5.28E-07,6.34E-06
768,30,1.22E-06,6.55E-07,5.08E-06
768,35,9.80E-07,7.09E-07,3.81E-06
768,40,7.38E-07,7.64E-07,3.08E-06
768,45,3.88E-07,8.18E-07,2.35E-06
768,50,3.85E-08,8.55E-07,1.62E-06
768,60,-3.11E-07,8.92E-07,1.76E-06
768,70,-3.75E-07,9.29E-07,1.91E-06
768,80,-4.40E-07,5.19E-07,2.05E-06
768,90,-5.04E-07,1.08E-07,1.55E-06
768,100,9.03E-07,-3.03E-07,1.05E-06
770,0,1.85E-06,-2.37E-06,3.47E-05
770,2.5,1.84E-06,-6.86E-07,2.93E-05
770,5,1.74E-06,-1.76E-06,2.51E-05
770,7.5,1.83E-06,-2.03E-06,2.28E-05
770,10,1.31E-06,-1.88E-06,2.10E-05
770,12.5,1.67E-06,-1.60E-06,1.96E-05
770,15,1.31E-06,-1.05E-06,1.77E-05
770,17.5,1.09E-06,-1.13E-06,1.65E-05
770,20,9.05E-07,-2.53E-07,1.53E-05
770,25,6.01E-07,-1.07E-06,1.34E-05
770,30,4.85E-07,-1.88E-06,1.16E-05
770,35,3.68E-07,-1.09E-06,9.69E-06
770,40,2.52E-07,-2.94E-07,8.53E-06
770,45,-6.94E-08,4.98E-07,7.38E-06
770,50,-3.91E-07,3.44E-07,6.23E-06
770,60,-7.13E-07,1.89E-07,5.41E-06
770,70,-3.85E-07,3.38E-08,4.59E-06
770,80,-5.62E-08,-1.31E-07,3.77E-06
770,90,2.72E-07,-2.95E-07,3.02E-06
770,100,1.84E-06,-4.60E-07,2.28E-06
771,0,2.15E-06,-9.50E-07,1.78E-05
771,2.5,2.16E-06,-5.33E-07,1.43E-05
771,5,1.79E-06,-5.01E-07,1.17E-05
771,7.5,1.89E-06,-4.73E-07,1.01E-05
771,10,1.99E-06,-4.35E-07,8.99E-06
771,12.5,2.06E-06,2.50E-07,8.28E-06
771,15,1.78E-06,4.53E-08,7.82E-06
771,17.5,1.38E-06,-1.53E-07,7.60E-06
771,20,1.40E-06,8.29E-07,6.91E-06
771,25,1.17E-06,-1.96E-07,6.20E-06
771,30,1.01E-06,-1.22E-06,5.50E-06
771,35,8.50E-07,-1.12E-06,4.80E-06
771,40,6.90E-07,-1.02E-06,4.49E-06
771,45,3.32E-07,-9.22E-07,4.18E-06
771,50,-2.52E-08,-1.26E-06,3.87E-06
771,60,-3.83E-07,-1.60E-06,3.00E-06
771,70,-4.59E-07,-1.93E-06,2.13E-06
771,80,-5.35E-07,-1.62E-06,1.26E-06
771,90,-6.11E-07,-1.30E-06,1.37E-06
771,100,6.77E-07,-9.85E-07,1.47E-06
773,0,7.38E-06,9.15E-07,3.51E-05
773,2.5,7.16E-06,1.16E-06,2.98E-05
773,5,6.91E-06,2.81E-06,2.56E-05
773,7.5,6.41E-06,1.92E-06,2.35E-05
773,10,5.71E-06,1.55E-06,2.18E-05
773,12.5,5.73E-06,1.14E-06,2.06E-05
773,15,5.46E-06,1.18E-06,1.93E-05
773,17.5,4.87E-06,1.35E-06,1.79E-05
773,20,4.78E-06,1.37E-06,1.67E-05
773,25,4.35E-06,8.27E-07,1.47E-05
773,30,4.05E-06,2.83E-07,1.26E-05
773,35,3.74E-06,1.94E-07,1.05E-05
773,40,3.44E-06,1.05E-07,9.43E-06
773,45,2.61E-06,1.59E-08,8.32E-06
773,50,1.79E-06,1.45E-07,7.21E-06
773,60,9.73E-07,2.75E-07,6.09E-06
773,70,8.92E-07,4.04E-07,4.96E-06
773,80,8.12E-07,1.80E-07,3.84E-06
773,90,7.31E-07,-4.55E-08,2.72E-06
773,100,3.17E-06,-2.71E-07,1.60E-06
774,0,6.36E-06,-9.24E-07,3.14E-05
774,2.5,6.29E-06,-2.47E-07,2.65E-05
774,5,5.73E-06,4.44E-08,2.24E-05
774,7.5,5.55E-06,-1.34E-07,2.04E-05
774,10,5.19E-06,-4.03E-07,1.83E-05
774,12.5,5.31E-06,-2.39E-07,1.74E-05
774,15,5.15E-06,6.27E-07,1.63E-05
774,17.5,4.54E-06,1.65E-07,1.49E-05
774,20,4.50E-06,3.91E-07,1.38E-05
774,25,3.63E-06,4.83E-08,1.20E-05
774,30,3.33E-06,-2.94E-07,1.02E-05
774,35,3.04E-06,2.62E-07,8.45E-06
774,40,2.75E-06,8.19E-07,7.32E-06
774,45,2.21E-06,1.38E-06,6.20E-06
774,50,1.66E-06,7.82E-07,5.08E-06
774,60,1.12E-06,1.88E-07,4.35E-06
774,70,8.13E-07,-4.07E-07,3.62E-06
774,80,5.05E-07,-6.81E-07,2.88E-06
774,90,1.96E-07,-9.55E-07,2.38E-06
774,100,3.19E-06,-1.23E-06,1.88E-06
